promise_id,promise_text,topic,keywords,status,progress_score,evidence_summary,last_checked,has_parliamentary_bill,has_enacted_legislation,parliamentary_evidence_count,parliamentary_status,title,url,source_type,date_published,evidence_text,suggested_status,collected_at,evidence_id,relevance_score,checked_by_human,search_query,is_relevant,review_note,manual_description,normalized_url,global_source_key,is_duplicate_global_source
H13,Enact Law Commission leasehold reforms; ban new leasehold flats and make commonhold the default tenure.,Leasehold reform,Law Commission leasehold reforms; leasehold flats; commonhold; default tenure; leasehold reform,implemented,100,Parliamentary evidence indicates that this promise has been enacted.,2026-06-10,False,True,1,Enacted,Leasehold Reform (Tribunal Judgments and Legal Costs) Bill [HL],https://bills.parliament.uk/bills/3337,Parliamentary Bill,Not available,Parliamentary bill related to leasehold tribunal judgments and legal costs. It is weakly relevant and needs human review.,in progress,2026-06-10,,40,,,maybe,"Related to leasehold legal reform, but not direct evidence for commonhold default or banning leasehold flats.",Parliamentary bill related to leasehold tribunal judgments and legal costs. It is weakly relevant and needs human review.,https://bills.parliament.uk/bills/3337,https://bills.parliament.uk/bills/3337,False
H13,Enact Law Commission leasehold reforms; ban new leasehold flats and make commonhold the default tenure.,Leasehold reform,Law Commission leasehold reforms; leasehold flats; commonhold; default tenure; leasehold reform,implemented,100,Parliamentary evidence indicates that this promise has been enacted.,2026-06-10,False,True,1,Enacted,Leaseholders Rights Bill,https://bills.parliament.uk/bills/407,Parliamentary Bill,Not available,Parliamentary Bill item related to this promise. Human review is needed to confirm its relevance.,in progress,2026-06-10,,40,,,maybe,"Unknown source type, needs human review.",,https://bills.parliament.uk/bills/407,https://bills.parliament.uk/bills/407,False
H13,Enact Law Commission leasehold reforms; ban new leasehold flats and make commonhold the default tenure.,Leasehold reform,Law Commission leasehold reforms; leasehold flats; commonhold; default tenure; leasehold reform,implemented,100,Parliamentary evidence indicates that this promise has been enacted.,2026-06-10,False,True,1,Enacted,Right to Manage and Leasehold Bill,https://bills.parliament.uk/bills/3992,Parliamentary Bill,Not available,Parliamentary Bill item related to this promise. Human review is needed to confirm its relevance.,in progress,2026-06-10,,40,,,maybe,"Unknown source type, needs human review.",,https://bills.parliament.uk/bills/3992,https://bills.parliament.uk/bills/3992,False
H13,Enact Law Commission leasehold reforms; ban new leasehold flats and make commonhold the default tenure.,Leasehold reform,Law Commission leasehold reforms; leasehold flats; commonhold; default tenure; leasehold reform,implemented,100,Parliamentary evidence indicates that this promise has been enacted.,2026-06-10,False,True,1,Enacted,Leasehold and ground rent reform,https://www.legislation.gov.uk/ukpga/2024/22/contents,Government policy,2024,Legislation related to leasehold and freehold reform.,in progress,2026-06-10,,40,,,maybe,"Unknown source type, needs human review.",,https://www.legislation.gov.uk/ukpga/2024/22/contents,https://www.legislation.gov.uk/ukpga/2024/22/contents,False
H13,Enact Law Commission leasehold reforms; ban new leasehold flats and make commonhold the default tenure.,Leasehold reform,Law Commission leasehold reforms; leasehold flats; commonhold; default tenure; leasehold reform,implemented,100,Parliamentary evidence indicates that this promise has been enacted.,2026-06-10,False,True,1,Enacted,ONS search results for: Law Commission leasehold reforms leasehold flats commonhold,https://www.ons.gov.uk/search?q=Law+Commission+leasehold+reforms+leasehold+flats+commonhold,ONS Search,Not available,"Search link for related ONS housing statistics and datasets. This source is useful for tracking measurable outcomes such as housing supply, rents, prices, and homelessness indicators.",needs review,2026-06-10,E0111,50,no,Law Commission leasehold reforms leasehold flats commonhold,maybe,Official search link retained for manual checking.,,https://www.ons.gov.uk/search,https://www.ons.gov.uk/search,True
H13,Enact Law Commission leasehold reforms; ban new leasehold flats and make commonhold the default tenure.,Leasehold reform,Law Commission leasehold reforms; leasehold flats; commonhold; default tenure; leasehold reform,implemented,100,Parliamentary evidence indicates that this promise has been enacted.,2026-06-10,False,True,1,Enacted,Legislation.gov.uk search results for: Law Commission leasehold reforms leasehold flats commonhold,https://www.legislation.gov.uk/all?title=Law+Commission+leasehold+reforms+leasehold+flats+commonhold,Legislation.gov.uk Search,Not available,Search link for enacted UK legislation related to this promise. This source helps check whether a policy promise has moved from proposal or bill stage into formal law.,needs review,2026-06-10,E0112,50,no,Law Commission leasehold reforms leasehold flats commonhold,maybe,Official search link retained for manual checking.,,https://www.legislation.gov.uk/all,https://www.legislation.gov.uk/all,True
H14,Cap or ban unaffordable ground rents and end unfair 'fleecehold' maintenance charges on private estates.,Leasehold and estate charges,ground rents; fleecehold; maintenance charges; private estates; leasehold reform,implemented,100,Parliamentary evidence indicates that this promise has a parliamentary bill and enacted legislation.,2026-06-10,True,True,2,Enacted,Ground Rents (Leasehold Properties) Bill,https://bills.parliament.uk/bills/2431,Parliamentary Bill,Not available,Parliamentary Bill item related to this promise. Human review is needed to confirm its relevance.,in progress,2026-06-10,,40,,,maybe,"Unknown source type, needs human review.",,https://bills.parliament.uk/bills/2431,https://bills.parliament.uk/bills/2431,True
H14,Cap or ban unaffordable ground rents and end unfair 'fleecehold' maintenance charges on private estates.,Leasehold and estate charges,ground rents; fleecehold; maintenance charges; private estates; leasehold reform,implemented,100,Parliamentary evidence indicates that this promise has a parliamentary bill and enacted legislation.,2026-06-10,True,True,2,Enacted,Leasehold Reform Bill,https://bills.parliament.uk/bills/236,Parliamentary Bill,Not available,Parliamentary evidence related to leasehold reform. This source may require human review to confirm its relevance to the specific promise.,in progress,2026-06-10,,40,,,maybe,"Unknown source type, needs human review.",,https://bills.parliament.uk/bills/236,https://bills.parliament.uk/bills/236,True
H14,Cap or ban unaffordable ground rents and end unfair 'fleecehold' maintenance charges on private estates.,Leasehold and estate charges,ground rents; fleecehold; maintenance charges; private estates; leasehold reform,implemented,100,Parliamentary evidence indicates that this promise has a parliamentary bill and enacted legislation.,2026-06-10,True,True,2,Enacted,Leasehold Reform Bill,https://bills.parliament.uk/bills/2173,Parliamentary Bill,Not available,Parliamentary evidence related to leasehold reform. This source may require human review to confirm its relevance to the specific promise.,in progress,2026-06-10,,40,,,maybe,"Unknown source type, needs human review.",,https://bills.parliament.uk/bills/2173,https://bills.parliament.uk/bills/2173,True
H14,Cap or ban unaffordable ground rents and end unfair 'fleecehold' maintenance charges on private estates.,Leasehold and estate charges,ground rents; fleecehold; maintenance charges; private estates; leasehold reform,implemented,100,Parliamentary evidence indicates that this promise has a parliamentary bill and enacted legislation.,2026-06-10,True,True,2,Enacted,Leasehold Reform (Amendment) Act,https://bills.parliament.uk/bills/1235,Parliamentary Bill,Not available,Legislation related to leasehold reform. It may be relevant to leasehold charges but needs human review.,implemented,2026-06-10,,40,,,maybe,"Related to leasehold reform, but not direct evidence for ground rents or fleecehold charges.",Legislation related to leasehold reform. It may be relevant to leasehold charges but needs human review.,https://bills.parliament.uk/bills/1235,https://bills.parliament.uk/bills/1235,True
H14,Cap or ban unaffordable ground rents and end unfair 'fleecehold' maintenance charges on private estates.,Leasehold and estate charges,ground rents; fleecehold; maintenance charges; private estates; leasehold reform,implemented,100,Parliamentary evidence indicates that this promise has a parliamentary bill and enacted legislation.,2026-06-10,True,True,2,Enacted,Leasehold Reform (Disclosure and Insurance Commissions) Bill [HL],https://bills.parliament.uk/bills/3321,Parliamentary Bill,Not available,"Parliamentary bill related to disclosure and insurance commissions in leasehold properties, relevant to unfair leasehold charges.",in progress,2026-06-10,,40,,,yes,Relevant to unfair leasehold costs and insurance commissions.,"Parliamentary bill related to disclosure and insurance commissions in leasehold properties, relevant to unfair leasehold charges.",https://bills.parliament.uk/bills/3321,https://bills.parliament.uk/bills/3321,True
H14,Cap or ban unaffordable ground rents and end unfair 'fleecehold' maintenance charges on private estates.,Leasehold and estate charges,ground rents; fleecehold; maintenance charges; private estates; leasehold reform,implemented,100,Parliamentary evidence indicates that this promise has a parliamentary bill and enacted legislation.,2026-06-10,True,True,2,Enacted,Leasehold Reform (Forfeiture) Bill [HL],https://bills.parliament.uk/bills/3387,Parliamentary Bill,Not available,Parliamentary bill related to leasehold forfeiture. It is weakly relevant to wider leasehold reform.,in progress,2026-06-10,,40,,,maybe,"Related to leasehold reform, but not directly about ground rents or fleecehold charges.",Parliamentary bill related to leasehold forfeiture. It is weakly relevant to wider leasehold reform.,https://bills.parliament.uk/bills/3387,https://bills.parliament.uk/bills/3387,True
H14,Cap or ban unaffordable ground rents and end unfair 'fleecehold' maintenance charges on private estates.,Leasehold and estate charges,ground rents; fleecehold; maintenance charges; private estates; leasehold reform,implemented,100,Parliamentary evidence indicates that this promise has a parliamentary bill and enacted legislation.,2026-06-10,True,True,2,Enacted,Leasehold Reform (Ground Rent) Act 2022,https://bills.parliament.uk/bills/2864,Parliamentary Bill,Not available,Parliamentary evidence related to leasehold reform. This source may require human review to confirm its relevance to the specific promise.,implemented,2026-06-10,,40,,,maybe,"Unknown source type, needs human review.",,https://bills.parliament.uk/bills/2864,https://bills.parliament.uk/bills/2864,True
H14,Cap or ban unaffordable ground rents and end unfair 'fleecehold' maintenance charges on private estates.,Leasehold and estate charges,ground rents; fleecehold; maintenance charges; private estates; leasehold reform,implemented,100,Parliamentary evidence indicates that this promise has a parliamentary bill and enacted legislation.,2026-06-10,True,True,2,Enacted,Leasehold Reform (Reasonableness of Service Charges) Bill [HL],https://bills.parliament.uk/bills/3319,Parliamentary Bill,Not available,"Parliamentary bill related to the reasonableness of service charges in leasehold properties, relevant to unfair leasehold charges.",in progress,2026-06-10,,40,,,yes,Directly relevant to unfair service charges and leasehold costs.,"Parliamentary bill related to the reasonableness of service charges in leasehold properties, relevant to unfair leasehold charges.",https://bills.parliament.uk/bills/3319,https://bills.parliament.uk/bills/3319,True
H14,Cap or ban unaffordable ground rents and end unfair 'fleecehold' maintenance charges on private estates.,Leasehold and estate charges,ground rents; fleecehold; maintenance charges; private estates; leasehold reform,implemented,100,Parliamentary evidence indicates that this promise has a parliamentary bill and enacted legislation.,2026-06-10,True,True,2,Enacted,Leasehold Reform (Tribunal Judgments and Legal Costs) Bill [HL],https://bills.parliament.uk/bills/3337,Parliamentary Bill,Not available,Parliamentary bill related to leasehold tribunal judgments and legal costs. It is relevant to leasehold costs but needs human review.,in progress,2026-06-10,,40,,,maybe,"Related to leasehold legal costs, but not direct evidence for ground rent caps.",Parliamentary bill related to leasehold tribunal judgments and legal costs. It is relevant to leasehold costs but needs human review.,https://bills.parliament.uk/bills/3337,https://bills.parliament.uk/bills/3337,True
H14,Cap or ban unaffordable ground rents and end unfair 'fleecehold' maintenance charges on private estates.,Leasehold and estate charges,ground rents; fleecehold; maintenance charges; private estates; leasehold reform,implemented,100,Parliamentary evidence indicates that this promise has a parliamentary bill and enacted legislation.,2026-06-10,True,True,2,Enacted,Leasehold and Freehold Reform Act 2024,https://bills.parliament.uk/bills/3523,Act of Parliament,2024-05-24,"The Leasehold and Freehold Reform Act 2024 made changes to leasehold and freehold rules, but it should be treated as background evidence rather than full implementation of H14.",implemented,2026-06-10,,40,,,maybe,"Relevant background legislation, but it predates the Labour 2024 government.","The Leasehold and Freehold Reform Act 2024 made changes to leasehold and freehold rules, but it should be treated as background evidence rather than full implementation of H14.",https://bills.parliament.uk/bills/3523,https://bills.parliament.uk/bills/3523,True
H14,Cap or ban unaffordable ground rents and end unfair 'fleecehold' maintenance charges on private estates.,Leasehold and estate charges,ground rents; fleecehold; maintenance charges; private estates; leasehold reform,implemented,100,Parliamentary evidence indicates that this promise has a parliamentary bill and enacted legislation.,2026-06-10,True,True,2,Enacted,Housing Estates Bill,https://bills.parliament.uk/bills/3943,Bill,Not available,"Right to manage for freeholders on private housing estates, addresses ""fleecehold"" issues",in progress,2026-06-10,,40,,,maybe,"Unknown source type, needs human review.",,https://bills.parliament.uk/bills/3943,https://bills.parliament.uk/bills/3943,False
H14,Cap or ban unaffordable ground rents and end unfair 'fleecehold' maintenance charges on private estates.,Leasehold and estate charges,ground rents; fleecehold; maintenance charges; private estates; leasehold reform,implemented,100,Parliamentary evidence indicates that this promise has a parliamentary bill and enacted legislation.,2026-06-10,True,True,2,Enacted,Leasehold and ground rent reform,https://www.legislation.gov.uk/ukpga/2024/22/contents,Government policy,2024,Legislation related to leasehold and freehold reform.,in progress,2026-06-10,,40,,,maybe,"Unknown source type, needs human review.",,https://www.legislation.gov.uk/ukpga/2024/22/contents,https://www.legislation.gov.uk/ukpga/2024/22/contents,True
H14,Cap or ban unaffordable ground rents and end unfair 'fleecehold' maintenance charges on private estates.,Leasehold and estate charges,ground rents; fleecehold; maintenance charges; private estates; leasehold reform,implemented,100,Parliamentary evidence indicates that this promise has a parliamentary bill and enacted legislation.,2026-06-10,True,True,2,Enacted,ONS search results for: ground rents fleecehold maintenance charges,https://www.ons.gov.uk/search?q=ground+rents+fleecehold+maintenance+charges,ONS Search,Not available,"Search link for related ONS housing statistics and datasets. This source is useful for tracking measurable outcomes such as housing supply, rents, prices, and homelessness indicators.",needs review,2026-06-10,E0113,50,no,ground rents fleecehold maintenance charges,maybe,Official search link retained for manual checking.,,https://www.ons.gov.uk/search,https://www.ons.gov.uk/search,True
H14,Cap or ban unaffordable ground rents and end unfair 'fleecehold' maintenance charges on private estates.,Leasehold and estate charges,ground rents; fleecehold; maintenance charges; private estates; leasehold reform,implemented,100,Parliamentary evidence indicates that this promise has a parliamentary bill and enacted legislation.,2026-06-10,True,True,2,Enacted,Legislation.gov.uk search results for: ground rents fleecehold maintenance charges,https://www.legislation.gov.uk/all?title=ground+rents+fleecehold+maintenance+charges,Legislation.gov.uk Search,Not available,Search link for enacted UK legislation related to this promise. This source helps check whether a policy promise has moved from proposal or bill stage into formal law.,needs review,2026-06-10,E0114,50,no,ground rents fleecehold maintenance charges,maybe,Official search link retained for manual checking.,,https://www.legislation.gov.uk/all,https://www.legislation.gov.uk/all,True
H15,Develop a cross-government homelessness strategy with Mayors and Councils to end homelessness.,Homelessness,homelessness strategy; cross-government strategy; Mayors; Councils; rough sleeping; homelessness prevention,in progress,50,No parliamentary evidence has been found yet. This promise needs to be tracked through government strategy documents and local authority policy updates.,2026-06-10,False,False,0,No Evidence,Homelessness Reduction Act 2017,https://bills.parliament.uk/bills/1838,Parliamentary Bill,Not available,Parliamentary Bill item related to this promise. Human review is needed to confirm its relevance.,implemented,2026-06-10,,40,,,maybe,"Unknown source type, needs human review.",,https://bills.parliament.uk/bills/1838,https://bills.parliament.uk/bills/1838,False
H15,Develop a cross-government homelessness strategy with Mayors and Councils to end homelessness.,Homelessness,homelessness strategy; cross-government strategy; Mayors; Councils; rough sleeping; homelessness prevention,in progress,50,No parliamentary evidence has been found yet. This promise needs to be tracked through government strategy documents and local authority policy updates.,2026-06-10,False,False,0,No Evidence,ONS search results for: homelessness strategy cross-government strategy Mayors,https://www.ons.gov.uk/search?q=homelessness+strategy+cross-government+strategy+Mayors,ONS Search,Not available,"Search link for related ONS housing statistics and datasets. This source is useful for tracking measurable outcomes such as housing supply, rents, prices, and homelessness indicators.",needs review,2026-06-10,E0115,50,no,homelessness strategy cross-government strategy Mayors,maybe,Official search link retained for manual checking.,,https://www.ons.gov.uk/search,https://www.ons.gov.uk/search,True
H15,Develop a cross-government homelessness strategy with Mayors and Councils to end homelessness.,Homelessness,homelessness strategy; cross-government strategy; Mayors; Councils; rough sleeping; homelessness prevention,in progress,50,No parliamentary evidence has been found yet. This promise needs to be tracked through government strategy documents and local authority policy updates.,2026-06-10,False,False,0,No Evidence,Legislation.gov.uk search results for: homelessness strategy cross-government strategy Mayors,https://www.legislation.gov.uk/all?title=homelessness+strategy+cross-government+strategy+Mayors,Legislation.gov.uk Search,Not available,Search link for enacted UK legislation related to this promise. This source helps check whether a policy promise has moved from proposal or bill stage into formal law.,needs review,2026-06-10,E0116,50,no,homelessness strategy cross-government strategy Mayors,maybe,Official search link retained for manual checking.,,https://www.legislation.gov.uk/all,https://www.legislation.gov.uk/all,True
H16,"Accelerate cladding remediation and ensure building safety costs fall on developers, not leaseholders.",Building safety,cladding remediation; building safety; developers; leaseholders; remediation costs,not started,0,"No parliamentary evidence has been found yet. This promise needs to be tracked through building safety announcements, funding schemes, and remediation statistics.",2026-06-10,False,False,0,No Evidence,Leaseholder Remediation (Building Safety) Bill [HL],https://bills.parliament.uk/bills/4143,Parliamentary Bill,Not available,Official evidence related to building safety or cladding remediation. Human review is needed to confirm whether it supports the promise.,in progress,2026-06-10,,40,,,maybe,"Unknown source type, needs human review.",,https://bills.parliament.uk/bills/4143,https://bills.parliament.uk/bills/4143,False
H16,"Accelerate cladding remediation and ensure building safety costs fall on developers, not leaseholders.",Building safety,cladding remediation; building safety; developers; leaseholders; remediation costs,not started,0,"No parliamentary evidence has been found yet. This promise needs to be tracked through building safety announcements, funding schemes, and remediation statistics.",2026-06-10,False,False,0,No Evidence,Leaseholders Rights Bill,https://bills.parliament.uk/bills/407,Parliamentary Bill,Not available,Parliamentary Bill item related to this promise. Human review is needed to confirm its relevance.,in progress,2026-06-10,,40,,,maybe,"Unknown source type, needs human review.",,https://bills.parliament.uk/bills/407,https://bills.parliament.uk/bills/407,True
H16,"Accelerate cladding remediation and ensure building safety costs fall on developers, not leaseholders.",Building safety,cladding remediation; building safety; developers; leaseholders; remediation costs,not started,0,"No parliamentary evidence has been found yet. This promise needs to be tracked through building safety announcements, funding schemes, and remediation statistics.",2026-06-10,False,False,0,No Evidence,Building Safety Act 2022,https://bills.parliament.uk/bills/3021,Parliamentary Bill,Not available,"The Building Safety Act 2022 is relevant background legislation for building safety and remediation, but it is not direct evidence of Labour accelerating cladding remediation.",implemented,2026-06-10,,40,,,maybe,"Relevant background evidence for building safety, but it predates Labour 2024 and does not prove accelerated remediation.","The Building Safety Act 2022 is relevant background legislation for building safety and remediation, but it is not direct evidence of Labour accelerating cladding remediation.",https://bills.parliament.uk/bills/3021,https://bills.parliament.uk/bills/3021,False
H16,"Accelerate cladding remediation and ensure building safety costs fall on developers, not leaseholders.",Building safety,cladding remediation; building safety; developers; leaseholders; remediation costs,not started,0,"No parliamentary evidence has been found yet. This promise needs to be tracked through building safety announcements, funding schemes, and remediation statistics.",2026-06-10,False,False,0,No Evidence,Cladding Remediation Works (Code of Practice) Bill,https://bills.parliament.uk/bills/3459,UK Parliament Bills API,2023-10-31,Parliament bill search result. Current house: Commons. This may indicate legislative activity related to the promise.,needs review,2026-06-10,E0117,85,no,cladding remediation building safety developers,yes,Relevant bill: housing-related terms and promise keywords found.,,https://bills.parliament.uk/bills/3459,https://bills.parliament.uk/bills/3459,False
H16,"Accelerate cladding remediation and ensure building safety costs fall on developers, not leaseholders.",Building safety,cladding remediation; building safety; developers; leaseholders; remediation costs,not started,0,"No parliamentary evidence has been found yet. This promise needs to be tracked through building safety announcements, funding schemes, and remediation statistics.",2026-06-10,False,False,0,No Evidence,ONS search results for: cladding remediation building safety developers,https://www.ons.gov.uk/search?q=cladding+remediation+building+safety+developers,ONS Search,Not available,"Search link for related ONS housing statistics and datasets. This source is useful for tracking measurable outcomes such as housing supply, rents, prices, and homelessness indicators.",needs review,2026-06-10,E0118,50,no,cladding remediation building safety developers,maybe,Official search link retained for manual checking.,,https://www.ons.gov.uk/search,https://www.ons.gov.uk/search,True
H16,"Accelerate cladding remediation and ensure building safety costs fall on developers, not leaseholders.",Building safety,cladding remediation; building safety; developers; leaseholders; remediation costs,not started,0,"No parliamentary evidence has been found yet. This promise needs to be tracked through building safety announcements, funding schemes, and remediation statistics.",2026-06-10,False,False,0,No Evidence,Legislation.gov.uk search results for: cladding remediation building safety developers,https://www.legislation.gov.uk/all?title=cladding+remediation+building+safety+developers,Legislation.gov.uk Search,Not available,Search link for enacted UK legislation related to this promise. This source helps check whether a policy promise has moved from proposal or bill stage into formal law.,needs review,2026-06-10,E0119,50,no,cladding remediation building safety developers,maybe,Official search link retained for manual checking.,,https://www.legislation.gov.uk/all,https://www.legislation.gov.uk/all,True
H17,Require Combined and Mayoral Authorities to produce strategic housing growth plans and give them new planning powers.,Devolution and housing powers,Combined Authorities; Mayoral Authorities; strategic housing growth plans; planning powers; devolution,implemented,100,Parliamentary evidence indicates that this promise has been enacted.,2026-06-10,False,True,1,Enacted,Planning and Infrastructure Act 2025,https://bills.parliament.uk/bills/3946,Act of Parliament,2026-02-19,"Reforms planning system, NPPF updates, compulsory purchase reform, development corporations",implemented,2026-06-10,,40,,,maybe,"Unknown source type, needs human review.",,https://bills.parliament.uk/bills/3946,https://bills.parliament.uk/bills/3946,True
H17,Require Combined and Mayoral Authorities to produce strategic housing growth plans and give them new planning powers.,Devolution and housing powers,Combined Authorities; Mayoral Authorities; strategic housing growth plans; planning powers; devolution,implemented,100,Parliamentary evidence indicates that this promise has been enacted.,2026-06-10,False,True,1,Enacted,ONS search results for: Combined Authorities Mayoral Authorities strategic housing g,https://www.ons.gov.uk/search?q=Combined+Authorities+Mayoral+Authorities+strategic+housing+growth+plans,ONS Search,Not available,"Search link for related ONS housing statistics and datasets. This source is useful for tracking measurable outcomes such as housing supply, rents, prices, and homelessness indicators.",needs review,2026-06-10,E0120,50,no,Combined Authorities Mayoral Authorities strategic housing growth plans,maybe,Official search link retained for manual checking.,,https://www.ons.gov.uk/search,https://www.ons.gov.uk/search,True
H17,Require Combined and Mayoral Authorities to produce strategic housing growth plans and give them new planning powers.,Devolution and housing powers,Combined Authorities; Mayoral Authorities; strategic housing growth plans; planning powers; devolution,implemented,100,Parliamentary evidence indicates that this promise has been enacted.,2026-06-10,False,True,1,Enacted,Legislation.gov.uk search results for: Combined Authorities Mayoral Authorities strategic housing g,https://www.legislation.gov.uk/all?title=Combined+Authorities+Mayoral+Authorities+strategic+housing+growth+plans,Legislation.gov.uk Search,Not available,Search link for enacted UK legislation related to this promise. This source helps check whether a policy promise has moved from proposal or bill stage into formal law.,needs review,2026-06-10,E0121,50,no,Combined Authorities Mayoral Authorities strategic housing growth plans,maybe,Official search link retained for manual checking.,,https://www.legislation.gov.uk/all,https://www.legislation.gov.uk/all,True
H18,"Reform compulsory purchase rules so landowners receive fair value, not inflated hope value, enabling faster land assembly for housing.",Land and compulsory purchase,compulsory purchase; fair value; hope value; land assembly; housing development,implemented,100,Parliamentary evidence indicates that this promise has been enacted.,2026-06-10,False,True,1,Enacted,Planning and Infrastructure Act 2025,https://bills.parliament.uk/bills/3946,Act of Parliament,2026-02-19,"Reforms planning system, NPPF updates, compulsory purchase reform, development corporations",implemented,2026-06-10,,40,,,maybe,"Unknown source type, needs human review.",,https://bills.parliament.uk/bills/3946,https://bills.parliament.uk/bills/3946,True
H18,"Reform compulsory purchase rules so landowners receive fair value, not inflated hope value, enabling faster land assembly for housing.",Land and compulsory purchase,compulsory purchase; fair value; hope value; land assembly; housing development,implemented,100,Parliamentary evidence indicates that this promise has been enacted.,2026-06-10,False,True,1,Enacted,Compulsory Purchase and Planning Bill,https://bills.parliament.uk/bills/2456,UK Parliament Bills API,2019-09-17,Parliament bill search result. Current house: Commons. This may indicate legislative activity related to the promise.,needs review,2026-06-10,E0122,85,no,compulsory purchase fair value hope value,yes,Relevant bill: housing-related terms and promise keywords found.,,https://bills.parliament.uk/bills/2456,https://bills.parliament.uk/bills/2456,False
H18,"Reform compulsory purchase rules so landowners receive fair value, not inflated hope value, enabling faster land assembly for housing.",Land and compulsory purchase,compulsory purchase; fair value; hope value; land assembly; housing development,implemented,100,Parliamentary evidence indicates that this promise has been enacted.,2026-06-10,False,True,1,Enacted,ONS search results for: compulsory purchase fair value hope value,https://www.ons.gov.uk/search?q=compulsory+purchase+fair+value+hope+value,ONS Search,Not available,"Search link for related ONS housing statistics and datasets. This source is useful for tracking measurable outcomes such as housing supply, rents, prices, and homelessness indicators.",needs review,2026-06-10,E0123,50,no,compulsory purchase fair value hope value,maybe,Official search link retained for manual checking.,,https://www.ons.gov.uk/search,https://www.ons.gov.uk/search,True
H18,"Reform compulsory purchase rules so landowners receive fair value, not inflated hope value, enabling faster land assembly for housing.",Land and compulsory purchase,compulsory purchase; fair value; hope value; land assembly; housing development,implemented,100,Parliamentary evidence indicates that this promise has been enacted.,2026-06-10,False,True,1,Enacted,Legislation.gov.uk search results for: compulsory purchase fair value hope value,https://www.legislation.gov.uk/all?title=compulsory+purchase+fair+value+hope+value,Legislation.gov.uk Search,Not available,Search link for enacted UK legislation related to this promise. This source helps check whether a policy promise has moved from proposal or bill stage into formal law.,needs review,2026-06-10,E0124,50,no,compulsory purchase fair value hope value,maybe,Official search link retained for manual checking.,,https://www.legislation.gov.uk/all,https://www.legislation.gov.uk/all,True
